Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Pre-draft Team,Real_value,Height CM,Weight KG,Last Season
Dikembe Mutombo,Atlanta Hawks,,"Dec 1, 1996",C,7'2,260,30,1991,5,1996-1997,1997,Georgetown,1,218,118,0
Charles Barkley,Houston Rockets,,"Nov 24, 1996",PF,6'6,252,34,1984,12,1996-1997,1997,Auburn,1,198,114,0
Karl Malone,Utah Jazz,,"Nov 24, 1996",PF,6'9,265,33,1985,11,1996-1997,1997,Louisiana Tech,1,206,120,0
Dale Ellis,Denver Nuggets,,"Nov 17, 1996",GF,6'7,205,36,1983,13,1996-1997,1997,Tennessee,1,201,93,0
Hakeem Olajuwon,Houston Rockets,,"Nov 10, 1996",C,7'0,255,34,1984,12,1996-1997,1997,Houston,1,213,115,0
Dennis Scott,Orlando Magic,,"Apr 21, 1996",SF,6'8,229,27,1990,5,1995-1996,1996,Georgia Tech,1,203,103,0
Juwan Howard,Washington Bullets,,"Apr 14, 1996",PF,6'9,240,23,1994,1,1995-1996,1996,Michigan,1,206,108,0
Kevin Johnson,Phoenix Suns,,"Apr 7, 1996",PG,6'1,180,29,1987,8,1995-1996,1996,California,1,185,81,0
Arvydas Sabonis,Portland Trail Blazers,,"Mar 31, 1996",C,7'3,279,31,1986,0,1995-1996,1996,Zalgiris (Lithuania),1,221,126,0
Chris Gatling,Miami Heat,,"Mar 24, 1996",PF,6'10,220,28,1991,4,1995-1996,1996,Old Dominion,1,208,99,0
Grant Hill,Detroit Pistons,,"Mar 17, 1996",SF,6'8,225,23,1994,1,1995-1996,1996,Duke,1,203,102,0
Michael Jordan,Chicago Bulls,,"Mar 10, 1996",SG,6'6,215,33,1984,10,1995-1996,1996,North Carolina,1,198,97,0
Shaquille O'Neal,Orlando Magic,,"Mar 3, 1996",C,7'1,325,23,1992,3,1995-1996,1996,LSU,1,216,147,0
Hakeem Olajuwon,Houston Rockets,,"Mar 3, 1996",C,7'0,255,33,1984,11,1995-1996,1996,Houston,1,213,115,0
Shawn Kemp,Seattle SuperSonics,,"Feb 25, 1996",C,6'10,280,26,1989,6,1995-1996,1996,Trinity Valley CC,1,208,127,0
Armen Gilliam,New Jersey Nets,,"Feb 18, 1996",PF,6'9,230,31,1987,8,1995-1996,1996,UNLV,1,206,104,0
Jason Kidd,Dallas Mavericks,,"Feb 4, 1996",PG,6'4,210,22,1994,1,1995-1996,1996,California,1,193,95,0
Reggie Miller,Indiana Pacers,,"Jan 28, 1996",SG,6'7,185,30,1987,8,1995-1996,1996,UCLA,1,201,83,0
Michael Jordan,Chicago Bulls,,"Jan 21, 1996",SG,6'6,215,33,1984,10,1995-1996,1996,North Carolina,1,198,97,0
David Robinson,San Antonio Spurs,,"Jan 14, 1996",C,7'1,250,30,1987,6,1995-1996,1996,Navy,1,216,113,0
Cliff Robinson,Portland Trail Blazers,,"Jan 7, 1996",PF,6'10,225,29,1989,6,1995-1996,1996,Connecticut,1,208,102,0
Karl Malone,Utah Jazz,,"Dec 31, 1995",PF,6'9,265,32,1985,10,1995-1996,1996,Louisiana Tech,1,206,120,0
Michael Jordan,Chicago Bulls,,"Dec 24, 1995",SG,6'6,215,33,1984,10,1995-1996,1996,North Carolina,1,198,97,0
Scottie Pippen,Chicago Bulls,,"Dec 17, 1995",SF,6'8,228,30,1987,8,1995-1996,1996,Central Arkansas,1,203,103,0
Dikembe Mutombo,Denver Nuggets,,"Dec 10, 1995",C,7'2,260,29,1991,4,1995-1996,1996,Georgetown,1,218,118,0
Terrell Brandon,Cleveland Cavaliers,,"Dec 3, 1995",PG,5'11,180,25,1991,4,1995-1996,1996,Oregon,1,180,81,0
Shawn Kemp,Seattle SuperSonics,,"Nov 26, 1995",C,6'10,280,26,1989,6,1995-1996,1996,Trinity Valley CC,1,208,127,0
Cedric Ceballos,Los Angeles Lakers,,"Nov 19, 1995",SF,6'6,190,26,1990,5,1995-1996,1996,Cal State Fullerton,1,198,86,0
Penny Hardaway,Orlando Magic,,"Nov 12, 1995",PG,6'7,195,24,1993,2,1995-1996,1996,Memphis,1,201,88,0
Karl Malone,Utah Jazz,,"Apr 23, 1995",PF,6'9,265,31,1985,9,1994-1995,1995,Louisiana Tech,1,206,120,0
Dikembe Mutombo,Denver Nuggets,,"Apr 16, 1995",C,7'2,260,28,1991,3,1994-1995,1995,Georgetown,1,218,118,0
Clyde Drexler,Houston Rockets,,"Apr 9, 1995",SG,6'7,210,32,1983,11,1994-1995,1995,Houston,1,201,95,0
David Robinson,San Antonio Spurs,,"Apr 2, 1995",C,7'1,250,29,1987,5,1994-1995,1995,Navy,1,216,113,0
Vlade Divac,Los Angeles Lakers,,"Mar 26, 1995",C,7'1,260,27,1989,5,1994-1995,1995,KK Partizan (Serbia),1,216,118,0
Jason Kidd,Dallas Mavericks,,"Mar 19, 1995",PG,6'4,210,21,1994,0,1994-1995,1995,California,1,193,95,0
Rik Smits,Indiana Pacers,,"Mar 12, 1995",C,7'4,250,28,1988,6,1994-1995,1995,Marist,1,224,113,0
Shaquille O'Neal,Orlando Magic,,"Mar 5, 1995",C,7'1,325,22,1992,2,1994-1995,1995,LSU,1,216,147,0
Rod Strickland,Portland Trail Blazers,,"Feb 26, 1995",PG,6'3,175,28,1988,6,1994-1995,1995,DePaul,1,190,79,0
Charles Barkley,Phoenix Suns,,"Feb 19, 1995",PF,6'6,252,32,1984,10,1994-1995,1995,Auburn,1,198,114,0
Hakeem Olajuwon,Houston Rockets,,"Feb 5, 1995",C,7'0,255,32,1984,10,1994-1995,1995,Houston,1,213,115,0
John Stockton,Utah Jazz,,"Jan 29, 1995",PG,6'1,170,32,1984,10,1994-1995,1995,Gonzaga,1,185,77,0
Patrick Ewing,New York Knicks,,"Jan 22, 1995",C,7'0,240,32,1985,9,1994-1995,1995,Georgetown,1,213,108,0
Larry Johnson,Charlotte Hornets,,"Jan 15, 1995",F,6'6,250,25,1991,3,1994-1995,1995,UNLV,1,198,113,0
Gary Payton,Seattle SuperSonics,,"Jan 8, 1995",G,6'4,180,26,1990,4,1994-1995,1995,Oregon State,1,193,81,0
Hakeem Olajuwon,Houston Rockets,,"Jan 1, 1995",C,7'0,255,32,1984,10,1994-1995,1995,Houston,1,213,115,0
Cedric Ceballos,Los Angeles Lakers,,"Dec 25, 1994",SF,6'6,190,25,1990,4,1994-1995,1995,Cal State Fullerton,1,198,86,0
Karl Malone,Utah Jazz,,"Dec 18, 1994",PF,6'9,265,31,1985,9,1994-1995,1995,Louisiana Tech,1,206,120,0
Jamal Mashburn,Dallas Mavericks,,"Dec 11, 1994",SF,6'8,247,22,1993,1,1994-1995,1995,Kentucky,1,203,112,0
Shaquille O'Neal,Orlando Magic,,"Dec 4, 1994",C,7'1,325,22,1992,2,1994-1995,1995,LSU,1,216,147,0
Penny Hardaway,Orlando Magic,,"Nov 27, 1994",PG,6'7,195,23,1993,1,1994-1995,1995,Memphis,1,201,88,0
Elliot Perry,Phoenix Suns,,"Nov 20, 1994",PG,6'0,150,25,1991,3,1994-1995,1995,Memphis,1,183,68,0
Tim Hardaway,Golden State Warriors,,"Nov 13, 1994",PG,6'0,175,28,1989,5,1994-1995,1995,UTEP,1,183,79,0
David Robinson,San Antonio Spurs,,"Apr 24, 1994",C,7'1,250,28,1987,4,1993-1994,1994,Navy,1,216,113,0
Scottie Pippen,Chicago Bulls,,"Apr 17, 1994",SF,6'8,228,28,1987,6,1993-1994,1994,Central Arkansas,1,203,103,0
Dikembe Mutombo,Denver Nuggets,,"Apr 10, 1994",C,7'2,260,27,1991,2,1993-1994,1994,Georgetown,1,218,118,0
Shawn Kemp,Seattle SuperSonics,,"Apr 3, 1994",C,6'10,280,24,1989,4,1993-1994,1994,Trinity Valley CC,1,208,127,0
Kevin Willis,Atlanta Hawks,,"Mar 27, 1994",C,7'0,245,31,1984,9,1993-1994,1994,Michigan State,1,213,111,0
Hakeem Olajuwon,Houston Rockets,,"Mar 20, 1994",C,7'0,255,31,1984,9,1993-1994,1994,Houston,1,213,115,0
Joe Dumars,Detroit Pistons,,"Mar 13, 1994",SG,6'3,190,30,1985,8,1993-1994,1994,McNeese State,1,190,86,0
David Robinson,San Antonio Spurs,,"Mar 6, 1994",C,7'1,250,28,1987,4,1993-1994,1994,Navy,1,216,113,0
Shawn Kemp,Seattle SuperSonics,,"Feb 27, 1994",C,6'10,280,24,1989,4,1993-1994,1994,Trinity Valley CC,1,208,127,0
David Robinson,San Antonio Spurs,,"Feb 20, 1994",C,7'1,250,28,1987,4,1993-1994,1994,Navy,1,216,113,0
David Robinson,San Antonio Spurs,,"Feb 6, 1994",C,7'1,250,28,1987,4,1993-1994,1994,Navy,1,216,113,0
Ron Harper,Los Angeles Clippers,,"Jan 30, 1994",SG,6'6,185,30,1986,7,1993-1994,1994,Miami (OH),1,198,83,0
Kenny Anderson,New Jersey Nets,,"Jan 23, 1994",PG,6'0,168,23,1991,2,1993-1994,1994,Georgia Tech,1,183,76,0
Patrick Ewing,New York Knicks,,"Jan 16, 1994",C,7'0,240,31,1985,8,1993-1994,1994,Georgetown,1,213,108,0
Chris Webber,Golden State Warriors,,"Jan 9, 1994",F-C,6'9,245,20,1993,0,1993-1994,1994,Michigan,1,206,111,0
Oliver Miller,Phoenix Suns,,"Jan 2, 1994",C,6'9,280,23,1992,1,1993-1994,1994,Arkansas,1,206,127,0
Scottie Pippen,Chicago Bulls,,"Dec 26, 1993",SF,6'8,228,28,1987,6,1993-1994,1994,Central Arkansas,1,203,103,0
Karl Malone,Utah Jazz,,"Dec 19, 1993",PF,6'9,265,30,1985,8,1993-1994,1994,Louisiana Tech,1,206,120,0
Shaquille O'Neal,Orlando Magic,,"Dec 12, 1993",C,7'1,325,21,1992,1,1993-1994,1994,LSU,1,216,147,0
David Robinson,San Antonio Spurs,,"Dec 5, 1993",C,7'1,250,28,1987,4,1993-1994,1994,Navy,1,216,113,0
Glen Rice,Miami Heat,,"Nov 28, 1993",SF,6'8,228,26,1989,4,1993-1994,1994,Michigan,1,203,103,0
Charles Barkley,Phoenix Suns,,"Nov 21, 1993",PF,6'6,252,31,1984,9,1993-1994,1994,Auburn,1,198,114,0
Hakeem Olajuwon,Houston Rockets,,"Nov 14, 1993",C,7'0,255,31,1984,9,1993-1994,1994,Houston,1,213,115,0
Larry Johnson,Charlotte Hornets,,"Apr 25, 1993",F,6'6,250,23,1991,1,1992-1993,1993,UNLV,1,198,113,0
Alonzo Mourning,Charlotte Hornets,,"Apr 18, 1993",C,6'10,240,23,1992,0,1992-1993,1993,Georgetown,1,208,108,0
Hakeem Olajuwon,Houston Rockets,,"Apr 11, 1993",C,7'0,255,30,1984,8,1992-1993,1993,Houston,1,213,115,0
Charles Barkley,Phoenix Suns,,"Apr 4, 1993",PF,6'6,252,30,1984,8,1992-1993,1993,Auburn,1,198,114,0
Dikembe Mutombo,Denver Nuggets,,"Mar 28, 1993",C,7'2,260,26,1991,1,1992-1993,1993,Georgetown,1,218,118,0
Patrick Ewing,New York Knicks,,"Mar 21, 1993",C,7'0,240,30,1985,7,1992-1993,1993,Georgetown,1,213,108,0
Rumeal Robinson,New Jersey Nets,,"Mar 14, 1993",PG,6'2,195,26,1990,2,1992-1993,1993,Michigan,1,188,88,0
Rony Seikaly,Miami Heat,,"Mar 7, 1993",C,6'11,230,27,1988,4,1992-1993,1993,Syracuse,1,211,104,0
Hakeem Olajuwon,Houston Rockets,,"Feb 28, 1993",C,7'0,255,30,1984,8,1992-1993,1993,Houston,1,213,115,0
Larry Johnson,Charlotte Hornets,,"Feb 14, 1993",F,6'6,250,23,1991,1,1992-1993,1993,UNLV,1,198,113,0
Nick Anderson,Orlando Magic,,"Feb 7, 1993",GF,6'6,228,25,1989,3,1992-1993,1993,Illinois,1,198,103,0
Karl Malone,Utah Jazz,,"Jan 31, 1993",PF,6'9,265,29,1985,7,1992-1993,1993,Louisiana Tech,1,206,120,0
Patrick Ewing,New York Knicks,,"Jan 24, 1993",C,7'0,240,30,1985,7,1992-1993,1993,Georgetown,1,213,108,0
Hakeem Olajuwon,Houston Rockets,,"Jan 17, 1993",C,7'0,255,30,1984,8,1992-1993,1993,Houston,1,213,115,0
Shawn Kemp,Seattle SuperSonics,,"Jan 10, 1993",C,6'10,280,23,1989,3,1992-1993,1993,Trinity Valley CC,1,208,127,0
David Robinson,San Antonio Spurs,,"Jan 3, 1993",C,7'1,250,27,1987,3,1992-1993,1993,Navy,1,216,113,0
Sean Elliott,San Antonio Spurs,,"Dec 27, 1992",SF,6'8,205,25,1989,3,1992-1993,1993,Arizona,1,203,93,0
Patrick Ewing,New York Knicks,,"Dec 20, 1992",C,7'0,240,30,1985,7,1992-1993,1993,Georgetown,1,213,108,0
Charles Barkley,Phoenix Suns,,"Dec 13, 1992",PF,6'6,252,30,1984,8,1992-1993,1993,Auburn,1,198,114,0
Drazen Petrovic,New Jersey Nets,,"Dec 6, 1992",SG,6'5,200,28,1986,3,1992-1993,1993,KK Cibona (Croatia),1,196,90,0
David Robinson,San Antonio Spurs,,"Nov 29, 1992",C,7'1,250,27,1987,3,1992-1993,1993,Navy,1,216,113,0
Michael Jordan,Chicago Bulls,,"Nov 22, 1992",SG,6'6,215,30,1984,8,1992-1993,1993,North Carolina,1,198,97,0
Shaquille O'Neal,Orlando Magic,,"Nov 15, 1992",C,7'1,325,20,1992,0,1992-1993,1993,LSU,1,216,147,0
Karl Malone,Utah Jazz,,"Apr 19, 1992",PF,6'9,265,28,1985,6,1991-1992,1992,Louisiana Tech,1,206,120,0
Reggie Lewis,Boston Celtics,,"Apr 12, 1992",SF,6'7,195,26,1987,4,1991-1992,1992,Northeastern,1,201,88,0
Mookie Blaylock,New Jersey Nets,,"Apr 5, 1992",PG,6'1,190,24,1989,2,1991-1992,1992,Oklahoma,1,185,86,0
Mark Jackson,New York Knicks,,"Mar 29, 1992",PG,6'1,180,26,1987,4,1991-1992,1992,St. John's,1,185,81,0
Larry Johnson,Charlotte Hornets,,"Mar 22, 1992",F,6'6,250,22,1991,0,1991-1992,1992,UNLV,1,198,113,0
Joe Dumars,Detroit Pistons,,"Mar 15, 1992",SG,6'3,190,28,1985,6,1991-1992,1992,McNeese State,1,190,86,0
Karl Malone,Utah Jazz,,"Mar 8, 1992",PF,6'9,265,28,1985,6,1991-1992,1992,Louisiana Tech,1,206,120,0
Danny Manning,Los Angeles Clippers,,"Mar 1, 1992",F,6'10,230,25,1988,3,1991-1992,1992,Kansas,1,208,104,0
Tim Hardaway,Golden State Warriors,,"Feb 23, 1992",PG,6'0,175,25,1989,2,1991-1992,1992,UTEP,1,183,79,0
John Stockton,Utah Jazz,,"Feb 16, 1992",PG,6'1,170,29,1984,7,1991-1992,1992,Gonzaga,1,185,77,0
Larry Nance,Cleveland Cavaliers,,"Feb 2, 1992",PF,6'10,205,33,1981,10,1991-1992,1992,Clemson,1,208,93,0
Nick Anderson,Orlando Magic,,"Jan 26, 1992",GF,6'6,228,24,1989,2,1991-1992,1992,Illinois,1,198,103,0
Tim Hardaway,Golden State Warriors,,"Jan 19, 1992",PG,6'0,175,25,1989,2,1991-1992,1992,UTEP,1,183,79,0
Michael Jordan,Chicago Bulls,,"Jan 12, 1992",SG,6'6,215,29,1984,7,1991-1992,1992,North Carolina,1,198,97,0
Patrick Ewing,New York Knicks,,"Jan 5, 1992",C,7'0,240,29,1985,6,1991-1992,1992,Georgetown,1,213,108,0
Scottie Pippen,Chicago Bulls,,"Dec 29, 1991",SF,6'8,228,26,1987,4,1991-1992,1992,Central Arkansas,1,203,103,0
Pervis Ellison,Washington Bullets,,"Dec 22, 1991",C,6'9,210,24,1989,2,1991-1992,1992,Louisville,1,206,95,0
Dennis Rodman,Detroit Pistons,,"Dec 15, 1991",PF,6'7,210,30,1986,5,1991-1992,1992,Southeastern Oklahoma State,1,201,95,0
Jeff Malone,Utah Jazz,,"Dec 8, 1991",SG,6'4,205,30,1983,8,1991-1992,1992,Mississippi State,1,193,93,0
David Robinson,San Antonio Spurs,,"Dec 1, 1991",C,7'1,250,26,1987,2,1991-1992,1992,Navy,1,216,113,0
Kevin Willis,Atlanta Hawks,,"Nov 24, 1991",C,7'0,245,29,1984,7,1991-1992,1992,Michigan State,1,213,111,0
Brad Daugherty,Cleveland Cavaliers,,"Nov 17, 1991",C,7'0,245,26,1986,5,1991-1992,1992,North Carolina,1,213,111,0
Chris Mullin,Golden State Warriors,,"Nov 10, 1991",SF,6'7,215,28,1985,6,1991-1992,1992,St. John's,1,201,97,0
Scott Skiles,Orlando Magic,,"Apr 21, 1991",PG,6'1,180,26,1986,4,1990-1991,1991,Michigan State,1,185,81,0
Clyde Drexler,Portland Trail Blazers,,"Apr 14, 1991",SG,6'7,210,28,1983,7,1990-1991,1991,Houston,1,201,95,0
Magic Johnson,Los Angeles Lakers,,"Apr 7, 1991",PG,6'9,255,31,1979,11,1990-1991,1991,Michigan State,1,206,115,0
Clyde Drexler,Portland Trail Blazers,,"Mar 31, 1991",SG,6'7,210,28,1983,7,1990-1991,1991,Houston,1,201,95,0
Mitch Richmond,Golden State Warriors,,"Mar 24, 1991",SG,6'5,215,25,1988,2,1990-1991,1991,Kansas State,1,196,97,0
Kenny Smith,Houston Rockets,,"Mar 17, 1991",PG,6'3,170,25,1987,3,1990-1991,1991,North Carolina,1,190,77,0
Dennis Scott,Orlando Magic,,"Mar 10, 1991",SF,6'8,229,22,1990,0,1990-1991,1991,Georgia Tech,1,203,103,0
Gerald Wilkins,New York Knicks,,"Mar 3, 1991",SG,6'6,185,27,1985,5,1990-1991,1991,Chattanooga,1,198,83,0
Reggie Miller,Indiana Pacers,,"Feb 24, 1991",SG,6'7,185,25,1987,3,1990-1991,1991,UCLA,1,201,83,0
Lionel Simmons,Sacramento Kings,,"Feb 17, 1991",SF,6'7,210,22,1990,0,1990-1991,1991,La Salle,1,201,95,0
Otis Thorpe,Houston Rockets,,"Feb 3, 1991",PF,6'9,225,28,1984,6,1990-1991,1991,Providence,1,206,102,0
Michael Adams,Denver Nuggets,,"Jan 27, 1991",PG,5'10,163,28,1985,5,1990-1991,1991,Boston College,1,178,74,0
Tim Hardaway,Golden State Warriors,,"Jan 20, 1991",PG,6'0,175,24,1989,1,1990-1991,1991,UTEP,1,183,79,0
Bernard King,Washington Bullets,,"Jan 13, 1991",SF,6'7,205,34,1977,13,1990-1991,1991,Tennessee,1,201,93,0
Dominique Wilkins,Atlanta Hawks,,"Jan 6, 1991",SF,6'7,200,31,1982,8,1990-1991,1991,Georgia,1,201,90,0
Ricky Pierce,Milwaukee Bucks,,"Dec 30, 1990",SG,6'4,205,31,1982,8,1990-1991,1991,Rice,1,193,93,0
Michael Jordan,Chicago Bulls,,"Dec 23, 1990",SG,6'6,215,28,1984,6,1990-1991,1991,North Carolina,1,198,97,0
Kevin Johnson,Phoenix Suns,,"Dec 16, 1990",PG,6'1,180,24,1987,3,1990-1991,1991,California,1,185,81,0
John Stockton,Utah Jazz,,"Dec 9, 1990",PG,6'1,170,28,1984,6,1990-1991,1991,Gonzaga,1,185,77,0
Michael Jordan,Chicago Bulls,,"Dec 2, 1990",SG,6'6,215,28,1984,6,1990-1991,1991,North Carolina,1,198,97,0
Charles Barkley,Philadelphia Sixers,,"Nov 25, 1990",PF,6'6,252,28,1984,6,1990-1991,1991,Auburn,1,198,114,0
Clyde Drexler,Portland Trail Blazers,,"Nov 18, 1990",SG,6'7,210,28,1983,7,1990-1991,1991,Houston,1,201,95,0
Chris Mullin,Golden State Warriors,,"Nov 11, 1990",SF,6'7,215,27,1985,5,1990-1991,1991,St. John's,1,201,97,0
David Robinson,San Antonio Spurs,,"Apr 22, 1990",C,7'1,250,24,1987,0,1989-1990,1990,Navy,1,216,113,0
Magic Johnson,Los Angeles Lakers,,"Apr 15, 1990",PG,6'9,255,30,1979,10,1989-1990,1990,Michigan State,1,206,115,0
Charles Barkley,Philadelphia Sixers,,"Apr 8, 1990",PF,6'6,252,27,1984,5,1989-1990,1990,Auburn,1,198,114,0
Michael Jordan,Chicago Bulls,,"Apr 1, 1990",SG,6'6,215,27,1984,5,1989-1990,1990,North Carolina,1,198,97,0
David Robinson,San Antonio Spurs,,"Mar 25, 1990",C,7'1,250,24,1987,0,1989-1990,1990,Navy,1,216,113,0
Kevin Johnson,Phoenix Suns,,"Mar 18, 1990",PG,6'1,180,23,1987,2,1989-1990,1990,California,1,185,81,0
Rony Seikaly,Miami Heat,,"Mar 11, 1990",C,6'11,230,24,1988,1,1989-1990,1990,Syracuse,1,211,104,0
Hakeem Olajuwon,Houston Rockets,,"Mar 4, 1990",C,7'0,255,27,1984,5,1989-1990,1990,Houston,1,213,115,0
David Robinson,San Antonio Spurs,,"Feb 25, 1990",C,7'1,250,24,1987,0,1989-1990,1990,Navy,1,216,113,0
Tom Chambers,Phoenix Suns,,"Feb 18, 1990",PF,6'10,220,30,1981,8,1989-1990,1990,Utah,1,208,99,0
Tim Hardaway,Golden State Warriors,,"Feb 4, 1990",PG,6'0,175,23,1989,0,1989-1990,1990,UTEP,1,183,79,0
Karl Malone,Utah Jazz,,"Jan 28, 1990",PF,6'9,265,26,1985,4,1989-1990,1990,Louisiana Tech,1,206,120,0
Alvin Robertson,Milwaukee Bucks,,"Jan 21, 1990",SG,6'3,185,27,1984,5,1989-1990,1990,Arkansas,1,190,83,0
Ron Harper,Los Angeles Clippers,,"Jan 14, 1990",SG,6'6,185,26,1986,3,1989-1990,1990,Miami (OH),1,198,83,0
Terry Teagle,Golden State Warriors,,"Jan 7, 1990",SG,6'5,195,29,1982,7,1989-1990,1990,Baylor,1,196,88,0
Karl Malone,Utah Jazz,,"Dec 30, 1989",PF,6'9,265,26,1985,4,1989-1990,1990,Louisiana Tech,1,206,120,0
Terry Cummings,San Antonio Spurs,,"Dec 24, 1989",PF,6'9,220,28,1982,7,1989-1990,1990,DePaul,1,206,99,0
Chris Mullin,Golden State Warriors,,"Dec 17, 1989",SF,6'7,215,26,1985,4,1989-1990,1990,St. John's,1,201,97,0
Michael Jordan,Chicago Bulls,,"Dec 10, 1989",SG,6'6,215,27,1984,5,1989-1990,1990,North Carolina,1,198,97,0
Patrick Ewing,New York Knicks,,"Dec 3, 1989",C,7'0,240,27,1985,4,1989-1990,1990,Georgetown,1,213,108,0
Clyde Drexler,Portland Trail Blazers,,"Nov 26, 1989",SG,6'7,210,27,1983,6,1989-1990,1990,Houston,1,201,95,0
John Stockton,Utah Jazz,,"Nov 19, 1989",PG,6'1,170,27,1984,5,1989-1990,1990,Gonzaga,1,185,77,0
Vern Fleming,Indiana Pacers,,"Nov 12, 1989",G,6'5,185,28,1984,5,1989-1990,1990,Georgia,1,196,83,0
Xavier McDaniel,Seattle SuperSonics,,"Apr 23, 1989",PF,6'7,205,25,1985,3,1988-1989,1989,Wichita State,1,201,93,0
Karl Malone,Utah Jazz,,"Apr 16, 1989",PF,6'9,265,25,1985,3,1988-1989,1989,Louisiana Tech,1,206,120,0
Clyde Drexler,Portland Trail Blazers,,"Apr 9, 1989",SG,6'7,210,26,1983,5,1988-1989,1989,Houston,1,201,95,0
Michael Jordan,Chicago Bulls,,"Apr 2, 1989",SG,6'6,215,26,1984,4,1988-1989,1989,North Carolina,1,198,97,0
Michael Jordan,Chicago Bulls,,"Mar 26, 1989",SG,6'6,215,26,1984,4,1988-1989,1989,North Carolina,1,198,97,0
Kevin Johnson,Phoenix Suns,,"Mar 19, 1989",PG,6'1,180,22,1987,1,1988-1989,1989,California,1,185,81,0
Isiah Thomas,Detroit Pistons,,"Mar 12, 1989",PG,6'1,180,27,1981,7,1988-1989,1989,Indiana,1,185,81,0
Chuck Person,Indiana Pacers,,"Mar 5, 1989",SF,6'8,220,24,1986,2,1988-1989,1989,Auburn,1,203,99,0
Patrick Ewing,New York Knicks,,"Feb 26, 1989",C,7'0,240,26,1985,3,1988-1989,1989,Georgetown,1,213,108,0
Hakeem Olajuwon,Houston Rockets,,"Feb 19, 1989",C,7'0,255,26,1984,4,1988-1989,1989,Houston,1,213,115,0
Ron Harper,Cleveland Cavaliers,,"Feb 5, 1989",SG,6'6,185,25,1986,2,1988-1989,1989,Miami (OH),1,198,83,0
Tom Chambers,Phoenix Suns,,"Jan 29, 1989",PF,6'10,220,29,1981,7,1988-1989,1989,Utah,1,208,99,0
Chris Mullin,Golden State Warriors,,"Jan 22, 1989",SF,6'7,215,25,1985,3,1988-1989,1989,St. John's,1,201,97,0
Michael Jordan,Chicago Bulls,,"Jan 15, 1989",SG,6'6,215,26,1984,4,1988-1989,1989,North Carolina,1,198,97,0
Dale Ellis,Seattle SuperSonics,,"Jan 8, 1989",GF,6'7,205,28,1983,5,1988-1989,1989,Tennessee,1,201,93,0
Magic Johnson,Los Angeles Lakers,,"Jan 1, 1989",PG,6'9,255,29,1979,9,1988-1989,1989,Michigan State,1,206,115,0
Clyde Drexler,Portland Trail Blazers,,"Dec 25, 1988",SG,6'7,210,26,1983,5,1988-1989,1989,Houston,1,201,95,0
Robert Parish,Boston Celtics,,"Dec 18, 1988",C,7'0,230,35,1976,11,1988-1989,1989,Centenary,1,213,104,0
Michael Adams,Denver Nuggets,,"Dec 11, 1988",PG,5'10,163,26,1985,3,1988-1989,1989,Boston College,1,178,74,0
Magic Johnson,Los Angeles Lakers,,"Dec 4, 1988",PG,6'9,255,29,1979,9,1988-1989,1989,Michigan State,1,206,115,0
Patrick Ewing,New York Knicks,,"Nov 27, 1988",C,7'0,240,26,1985,3,1988-1989,1989,Georgetown,1,213,108,0
Michael Jordan,Chicago Bulls,,"Nov 20, 1988",SG,6'6,215,26,1984,4,1988-1989,1989,North Carolina,1,198,97,0
Hakeem Olajuwon,Houston Rockets,,"Nov 13, 1988",C,7'0,255,26,1984,4,1988-1989,1989,Houston,1,213,115,0
Karl Malone,Utah Jazz,,"Apr 24, 1988",PF,6'9,265,24,1985,2,1987-1988,1988,Louisiana Tech,1,206,120,0
Fat Lever,Denver Nuggets,,"Apr 17, 1988",PG,6'3,170,27,1982,5,1987-1988,1988,Arizona State,1,190,77,0
Harold Pressley,Sacramento Kings,,"Apr 10, 1988",GF,6'7,210,24,1986,1,1987-1988,1988,Villanova,1,201,95,0
Michael Jordan,Chicago Bulls,,"Apr 3, 1988",SG,6'6,215,25,1984,3,1987-1988,1988,North Carolina,1,198,97,0
Michael Jordan,Chicago Bulls,,"Mar 27, 1988",SG,6'6,215,25,1984,3,1987-1988,1988,North Carolina,1,198,97,0
Charles Barkley,Philadelphia Sixers,,"Mar 20, 1988",PF,6'6,252,25,1984,3,1987-1988,1988,Auburn,1,198,114,0
Clyde Drexler,Portland Trail Blazers,,"Mar 13, 1988",SG,6'7,210,25,1983,4,1987-1988,1988,Houston,1,201,95,0
Bobby Hansen,Utah Jazz,,"Mar 6, 1988",SG,6'6,190,27,1983,4,1987-1988,1988,Iowa,1,198,86,0
Roy Tarpley,Dallas Mavericks,,"Feb 28, 1988",PF,6'11,230,23,1986,1,1987-1988,1988,Michigan,1,211,104,0
John Stockton,Utah Jazz,,"Feb 21, 1988",PG,6'1,170,25,1984,3,1987-1988,1988,Gonzaga,1,185,77,0
Dominique Wilkins,Atlanta Hawks,,"Feb 14, 1988",SF,6'7,200,28,1982,5,1987-1988,1988,Georgia,1,201,90,0
Bernard King,Washington Bullets,,"Jan 31, 1988",SF,6'7,205,31,1977,10,1987-1988,1988,Tennessee,1,201,93,0
Michael Jordan,Chicago Bulls,,"Jan 24, 1988",SG,6'6,215,25,1984,3,1987-1988,1988,North Carolina,1,198,97,0
Dominique Wilkins,Atlanta Hawks,,"Jan 17, 1988",SF,6'7,200,28,1982,5,1987-1988,1988,Georgia,1,201,90,0
